project_name,continent,country,country_code,ecosystem,activity,activity_type,price_type,project_size_ha,project_size_filter,abatement_potential,total_cost_npv,total_cost,capex_npv,capex,opex_npv,opex,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_npv,maintenance_npv,monitoring,maintenance,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_NPV,total_revenue,total_revenu_npv,credits_issued
Colombia Seagrass Conservation Small,South America,Colombia,COL,Seagrass,Conservation,,Market price,400,Small,49827,1854403,2363616,1254769,1336286,599634,1027330,251,251,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,71811,135850,794,1480,75812,120000,167296,300000,205390,340000,30,-755631,-456013,271699,143621,7402
Colombia Seagrass Conservation Medium,South America,Colombia,COL,Seagrass,Conservation,,Opex breakeven,2000,Medium,49827,2316767,3238220,1254769,1336286,1061998,1901934,63,63,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,530999,1004532,3970,7402,75812,120000,167296,300000,205390,340000,44.3666522,107130,0,2009064,1061998,37011
Colombia Seagrass Conservation Medium,South America,Colombia,COL,Seagrass,Conservation,,Market price,2000,Medium,49827,2144821,2912936,1254769,1336286,890052,1576650,58,58,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,359053,679248,3970,7402,75812,120000,167296,300000,205390,340000,30,-218154,-171946,1358496,718106,37011
Colombia Seagrass Conservation Large,South America,Colombia,COL,Seagrass,Conservation,,Opex breakeven,4000,Large,49827,2324707,3253132,1254769,1336286,1069937,1916846,31,31,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,534969,1012042,7939,14804,75812,120000,167296,300000,205390,340000,22.34916094,107237,0,2024083,1069937,74022
Colombia Seagrass Conservation Large,South America,Colombia,COL,Seagrass,Conservation,,Market price,4000,Large,49827,2507844,3599587,1254769,1336286,1253074,2263301,34,34,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,718106,1358496,7939,14804,75812,120000,167296,300000,205390,340000,30,453691,183137,2716992,1436211,74022
Colombia Salt marsh Restoration Planting Small,South America,Colombia,COL,Salt marsh,Restoration,Planting,Opex breakeven,100,Small,0,3316578,4353946,1943204,2110681,1373375,2243265,777,777,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,688434,774395,78531,159142,130000,193521,237673,323521,686687,1158890,516,854,75812,120000,167296,300000,205390,340000,462.4413231,74515,0,2317780,1373375,4271
Colombia Salt marsh Restoration Hydrology Small,South America,Colombia,COL,Salt marsh,Restoration,Hydrology,Opex breakeven,100,Small,0,2834633,3762115,1613453,1739757,1221179,2022358,531,531,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,358684,403471,78531,82915,130000,100827,161446,230827,610590,1030463,645,1068,75812,120000,167296,300000,205390,340000,328.9553604,38569,0,2060927,1221179,5339
Colombia Salt marsh Restoration Planting Small,South America,Colombia,COL,Salt marsh,Restoration,Planting,Market price,100,Small,0,2674439,3270237,1943204,2110681,731235,1159556,626,626,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,688434,774395,78531,159142,130000,193521,237673,323521,44548,75181,516,854,75812,120000,167296,300000,205390,340000,30,-1009194,-642140,150362,89095,4271
Colombia Salt marsh Restoration Hydrology Small,South America,Colombia,COL,Salt marsh,Restoration,Hydrology,Market price,100,Small,0,2279727,2825628,1613453,1739757,666274,1085871,427,427,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,358684,403471,78531,82915,130000,100827,161446,230827,55684,93976,645,1068,75812,120000,167296,300000,205390,340000,30,-897919,-554905,187952,111369,5339
Colombia Salt marsh Restoration Planting Medium,South America,Colombia,COL,Salt marsh,Restoration,Planting,Opex breakeven,500,Medium,0,7250597,9302570,4630745,5208260,2619852,4094310,348,348,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,3375976,3871974,78531,780408,130000,967606,858939,1097606,1309926,2232539,2489,4164,75812,120000,167296,300000,205390,340000,182.1114272,370768,0,4465078,2619852,20821
Colombia Salt marsh Restoration Hydrology Medium,South America,Colombia,COL,Salt marsh,Restoration,Hydrology,Opex breakeven,500,Medium,0,4887187,6349496,3013700,3353639,1873487,2995857,188,188,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,1758931,2017353,78531,406603,130000,504136,485134,634136,936744,1596515,3111,5205,75812,120000,167296,300000,205390,340000,104.1840531,197174,0,3193031,1873487,26026
Colombia Salt marsh Restoration Planting Medium,South America,Colombia,COL,Salt marsh,Restoration,Planting,Market price,500,Medium,0,6156461,7437807,4630745,5208260,1525716,2229546,296,296,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,3375976,3871974,78531,780408,130000,967606,858939,1097606,215790,367776,2489,4164,75812,120000,167296,300000,205390,340000,30,-1493994,-1094137,735552,431579,20821
Colombia Salt marsh Restoration Hydrology Medium,South America,Colombia,COL,Salt marsh,Restoration,Hydrology,Market price,500,Medium,0,4220181,5212700,3013700,3353639,1206481,1859061,162,162,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,1758931,2017353,78531,406603,130000,504136,485134,634136,269737,459720,3111,5205,75812,120000,167296,300000,205390,340000,30,-939622,-667007,919439,539474,26026
Colombia Salt marsh Restoration Planting Large,South America,Colombia,COL,Salt marsh,Restoration,Planting,Opex breakeven,1000,Large,0,11896175,15525787,7828987,9160235,4067188,6365552,301,301,50000,50000,629559,667067,153925,160000,244644,259219,88900,100000,120254,130000,44450,50000,6497255,7743949,78531,1501938,130000,1935213,1580469,2065213,2033594,3532438,4626,7901,75812,120000,167296,300000,205390,340000,150.8408154,699324,0,7064876,4067188,39506
Colombia Salt marsh Restoration Hydrology Large,South America,Colombia,COL,Salt marsh,Restoration,Hydrology,Opex breakeven,1000,Large,0,7347579,9643948,4716893,5450992,2630687,4192956,149,149,50000,50000,629559,667067,153925,160000,244644,259219,88900,100000,120254,130000,44450,50000,3385161,4034706,78531,782531,130000,1008273,861062,1138273,1315343,2284806,5783,9877,75812,120000,167296,300000,205390,340000,78.05193616,376657,0,4569613,2630687,49383
Colombia Salt marsh Restoration Planting Large,South America,Colombia,COL,Salt marsh,Restoration,Planting,Market price,1000,Large,0,10267033,12695898,7828987,9160235,2438046,3535664,260,260,50000,50000,629559,667067,153925,160000,244644,259219,88900,100000,120254,130000,44450,50000,6497255,7743949,78531,1501938,130000,1935213,1580469,2065213,404452,702550,4626,7901,75812,120000,167296,300000,205390,340000,30,-2130565,-1629143,1405099,808903,39506
Colombia Salt marsh Restoration Hydrology Large,South America,Colombia,COL,Salt marsh,Restoration,Hydrology,Market price,1000,Large,0,6537801,8237328,4716893,5450992,1820908,2786336,132,132,50000,50000,629559,667067,153925,160000,244644,259219,88900,100000,120254,130000,44450,50000,3385161,4034706,78531,782531,130000,1008273,861062,1138273,505565,878187,5783,9877,75812,120000,167296,300000,205390,340000,30,-1029962,-809779,1756374,1011129,49383
Colombia Salt marsh Conservation Small,South America,Colombia,COL,Salt marsh,Conservation,,Opex breakeven,800,Small,0,2314096,3238113,1254769,1336286,1059326,1901827,94,94,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,529663,1006890,2634,4936,75812,120000,167296,300000,205390,340000,66.57042407,111954,0,2013781,1059326,24680
Colombia Salt marsh Conservation Small,South America,Colombia,COL,Salt marsh,Conservation,,Market price,800,Small,0,2023126,2684978,1254769,1336286,768356,1348692,82,82,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,238693,453756,2634,4936,75812,120000,167296,300000,205390,340000,30,-441180,-290970,907512,477386,24680
Colombia Salt marsh Conservation Medium,South America,Colombia,COL,Salt marsh,Conservation,,Opex breakeven,4000,Medium,0,2335166,3277884,1254769,1336286,1080396,1941598,19,19,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,540198,1026917,13169,24680,75812,120000,167296,300000,205390,340000,13.57890103,112237,0,2053835,1080396,123401
Colombia Salt marsh Conservation Medium,South America,Colombia,COL,Salt marsh,Conservation,,Market price,4000,Medium,0,2988433,4519745,1254769,1336286,1733663,3183459,24,24,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,1193465,2268779,13169,24680,75812,120000,167296,300000,205390,340000,30,1354099,653267,4537558,2386930,123401
Colombia Salt marsh Conservation Large,South America,Colombia,COL,Salt marsh,Conservation,,Opex breakeven,8000,Large,0,2361503,3327597,1254769,1336286,1106734,1991311,10,10,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,553367,1051951,26337,49360,75812,120000,167296,300000,205390,340000,6.954960654,112591,0,2103902,1106734,246801
Colombia Salt marsh Conservation Large,South America,Colombia,COL,Salt marsh,Conservation,,Market price,8000,Large,0,4195066,6813204,1254769,1336286,2940297,5476918,17,17,50000,50000,629559,667067,76963,80000,244644,259219,88900,100000,120254,130000,44450,50000,0,0,78531,0,130000,0,78531,130000,2386930,4537558,26337,49360,75812,120000,167296,300000,205390,340000,30,3598198,1833563,9075116,4773860,246801
India Mangrove Restoration Planting Small,Asia,India,IND,Mangrove,Restoration,Planting,Opex breakeven,100,Small,214284,2593234,3539591,1335683,1426200,1257551,2113391,168,168,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,60985,68600,101487,14098,168000,17143,115585,185143,628776,1061155,1868,3092,75812,120000,167296,300000,268215,444000,116.9604815,8919,0,2122310,1257551,15462
India Mangrove Restoration Hydrology Small,Asia,India,IND,Mangrove,Restoration,Hydrology,Opex breakeven,100,Small,214284,4831999,6289747,2866001,3147600,1965998,3142147,250,250,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,1591303,1790000,101487,367854,168000,447321,469341,615321,982999,1658961,2335,3866,75812,120000,167296,300000,268215,444000,146.2805004,175775,0,3317922,1965998,19328
India Mangrove Restoration Planting Small,Asia,India,IND,Mangrove,Restoration,Planting,Market price,100,Small,214284,2125737,2750619,1335683,1426200,790055,1324419,137,137,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,60985,68600,101487,14098,168000,17143,115585,185143,161279,272183,1868,3092,75812,120000,167296,300000,268215,444000,30,-780053,-467497,544366,322558,15462
India Mangrove Restoration Hydrology Small,Asia,India,IND,Mangrove,Restoration,Hydrology,Market price,100,Small,214284,4050599,4971015,2866001,3147600,1184598,1823415,210,210,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,1591303,1790000,101487,367854,168000,447321,469341,615321,201599,340229,2335,3866,75812,120000,167296,300000,268215,444000,30,-1142958,-781401,680457,403197,19328
India Mangrove Restoration Planting Medium,Asia,India,IND,Mangrove,Restoration,Planting,Opex breakeven,500,Medium,214284,2955665,4010999,1573759,1700600,1381905,2310399,39,39,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,299062,343000,101487,69133,168000,85716,170620,253716,690953,1177608,9010,15076,75812,120000,167296,300000,268215,444000,26.5328985,44817,0,2355216,1381905,75379
India Mangrove Restoration Hydrology Medium,Asia,India,IND,Mangrove,Restoration,Hydrology,Opex breakeven,500,Medium,214284,13934147,17733101,9078205,10307600,4855942,7425501,148,148,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,7803507,8950000,101487,1803898,168000,2236605,1905385,2404605,2427971,4138051,11263,18845,75812,120000,167296,300000,268215,444000,74.58815585,850601,0,8276102,4855942,94224
India Mangrove Restoration Planting Medium,Asia,India,IND,Mangrove,Restoration,Planting,Market price,500,Medium,214284,3045953,4164879,1573759,1700600,1472193,2464279,40,40,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,299062,343000,101487,69133,168000,85716,170620,253716,781241,1331488,9010,15076,75812,120000,167296,300000,268215,444000,30,198697,90288,2662976,1562481,75379
India Mangrove Restoration Hydrology Medium,Asia,India,IND,Mangrove,Restoration,Hydrology,Market price,500,Medium,214284,12482727,15259410,9078205,10307600,3404522,4951810,132,132,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,7803507,8950000,101487,1803898,168000,2236605,1905385,2404605,976551,1664360,11263,18845,75812,120000,167296,300000,268215,444000,30,-1623090,-1451420,3328720,1953102,94224
India Mangrove Restoration Planting Large,Asia,India,IND,Mangrove,Restoration,Planting,Opex breakeven,1000,Large,214284,3452438,4680320,1927221,2123600,1525217,2556720,24,24,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,575561,686000,101487,133050,168000,171431,234537,339431,762609,1324683,16749,28605,75812,120000,167296,300000,268215,444000,15.62435632,92646,0,2649366,1525217,143027
India Mangrove Restoration Hydrology Large,Asia,India,IND,Mangrove,Restoration,Hydrology,Opex breakeven,1000,Large,214284,24580849,32009905,16369949,19337600,8210900,12672305,137,137,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,15018289,17900000,101487,3471704,168000,4473210,3573191,4641210,4105450,7131339,20936,35757,75812,120000,167296,300000,268215,444000,67.29010954,1590372,0,14262677,8210900,178784
India Mangrove Restoration Planting Large,Asia,India,IND,Mangrove,Restoration,Planting,Market price,1000,Large,214284,4154099,5899133,1927221,2123600,2226877,3775533,29,29,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,575561,686000,101487,133050,168000,171431,234537,339431,1464269,2543496,16749,28605,75812,120000,167296,300000,268215,444000,30,1311459,701660,5086992,2928537,143027
India Mangrove Restoration Hydrology Large,Asia,India,IND,Mangrove,Restoration,Hydrology,Market price,1000,Large,214284,22305735,28057937,16369949,19337600,5935786,8720337,125,125,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,15018289,17900000,101487,3471704,168000,4473210,3573191,4641210,1830336,3179370,20936,35757,75812,120000,167296,300000,268215,444000,30,-2361597,-2275114,6358740,3660672,178784
India Mangrove Conservation Small,Asia,India,IND,Mangrove,Conservation,,Opex breakeven,4000,Small,497965,2518104,3536406,1274698,1357600,1243406,2178806,32,32,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,621703,1130869,8893,15937,75812,120000,167296,300000,268215,444000,23.54126363,82931,0,2261737,1243406,79687
India Mangrove Conservation Small,Asia,India,IND,Mangrove,Conservation,,Market price,4000,Small,497965,2688673,3846669,1274698,1357600,1413976,2489069,34,34,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,792272,1441132,8893,15937,75812,120000,167296,300000,268215,444000,30,393194,170569,2882263,1584545,79687
India Mangrove Conservation Medium,Asia,India,IND,Mangrove,Conservation,,Opex breakeven,20000,Medium,497965,2589250,3664863,1274698,1357600,1314553,2307263,6,6,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,657276,1195576,44466,79687,75812,120000,167296,300000,268215,444000,4.977653842,83889,0,2391152,1314553,398436
India Mangrove Conservation Medium,Asia,India,IND,Mangrove,Conservation,,Market price,20000,Medium,497965,5893336,9674946,1274698,1357600,4618638,8317346,15,15,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,3961362,7205658,44466,79687,75812,120000,167296,300000,268215,444000,30,6093971,3304086,14411317,7922724,398436
India Mangrove Conservation Large,Asia,India,IND,Mangrove,Conservation,,Opex breakeven,40000,Large,497965,3377277,4793040,1636711,1739633,1740566,3053406,4,4,50000,50000,786949,833833,153925,160000,382983,405800,88900,100000,129504,140000,44450,50000,0,0,202973,0,336000,0,202973,336000,870283,1583032,88933,159374,75812,120000,167296,300000,335269,555000,3.295393779,112658,0,3166064,1740566,796871
India Mangrove Conservation Large,Asia,India,IND,Mangrove,Conservation,,Market price,40000,Large,497965,10429718,17621324,1636711,1739633,8793008,15881691,13,13,50000,50000,786949,833833,153925,160000,382983,405800,88900,100000,129504,140000,44450,50000,0,0,202973,0,336000,0,202973,336000,7922724,14411317,88933,159374,75812,120000,167296,300000,335269,555000,30,12940943,7052441,28822634,15845449,796871
India Seagrass Restoration Planting Small,Asia,India,IND,Seagrass,Restoration,Planting,Opex breakeven,100,Small,30674,2745094,3724671,1441752,1545514,1303342,2179157,1360,1360,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,167054,187914,101487,38617,168000,46960,140104,214960,651671,1099794,244,404,75812,120000,167296,300000,268215,444000,928.7499136,20431,0,2199588,1303342,2018
India Seagrass Restoration Planting Small,Asia,India,IND,Seagrass,Restoration,Planting,Market price,100,Small,30674,2114473,2660402,1441752,1545514,672721,1114888,1048,1048,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,167054,187914,101487,38617,168000,46960,140104,214960,21050,35525,244,404,75812,120000,167296,300000,268215,444000,30,-1043838,-630621,71050,42100,2018
India Seagrass Restoration Planting Medium,Asia,India,IND,Seagrass,Restoration,Planting,Opex breakeven,500,Medium,30674,3700624,4935117,2093907,2297168,1606717,2637949,376,376,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,819209,939568,101487,189373,168000,234798,290860,402798,803358,1369184,1176,1968,75812,120000,167296,300000,268215,444000,236.3593468,100418,0,2738367,1606717,9838
India Seagrass Restoration Planting Medium,Asia,India,IND,Seagrass,Restoration,Planting,Market price,500,Medium,30674,2999232,3739717,2093907,2297168,905325,1442550,305,305,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,819209,939568,101487,189373,168000,234798,290860,402798,101967,173784,1176,1968,75812,120000,167296,300000,268215,444000,30,-1094982,-701392,347568,203933,9838
India Seagrass Restoration Planting Large,Asia,India,IND,Seagrass,Restoration,Planting,Opex breakeven,1000,Large,30674,4887183,6523417,2928274,3316735,1958908,3206682,262,262,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,1576614,1879135,101487,364458,168000,469596,465945,637596,979454,1701353,2186,3734,75812,120000,167296,300000,268215,444000,153.7487532,196023,0,3402705,1958908,18668
India Seagrass Restoration Planting Large,Asia,India,IND,Seagrass,Restoration,Planting,Market price,1000,Large,30674,4098843,5154039,2928274,3316735,1170569,1837303,220,220,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,1576614,1879135,101487,364458,168000,469596,465945,637596,191115,331974,2186,3734,75812,120000,167296,300000,268215,444000,30,-1173355,-788340,663948,382229,18668
India Seagrass Conservation Small,Asia,India,IND,Seagrass,Conservation,,Opex breakeven,400,Small,489174,2501905,3551882,1274698,1357600,1227208,2194282,338,338,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,613604,1160802,794,1480,75812,120000,167296,300000,268215,444000,256.3427196,127322,0,2321604,1227208,7402
India Seagrass Conservation Small,Asia,India,IND,Seagrass,Conservation,,Market price,400,Small,489174,1960112,2526930,1274698,1357600,685414,1169330,265,265,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,71811,135850,794,1480,75812,120000,167296,300000,268215,444000,30,-897631,-541793,271699,143621,7402
India Seagrass Conservation Medium,Asia,India,IND,Seagrass,Conservation,,Opex breakeven,2000,Medium,489174,2508256,3563812,1274698,1357600,1233559,2206212,68,68,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,616779,1166810,3970,7402,75812,120000,167296,300000,268215,444000,51.53387967,127407,0,2333619,1233559,37011
India Seagrass Conservation Medium,Asia,India,IND,Seagrass,Conservation,,Market price,2000,Medium,489174,2250530,3076250,1274698,1357600,975832,1718650,61,61,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,359053,679248,3970,7402,75812,120000,167296,300000,268215,444000,30,-360154,-257726,1358496,718106,37011
India Seagrass Conservation Large,Asia,India,IND,Seagrass,Conservation,,Opex breakeven,4000,Large,489174,2516196,3578724,1274698,1357600,1241498,2221124,34,34,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,620749,1174319,7939,14804,75812,120000,167296,300000,268215,444000,25.93277468,127514,0,2348638,1241498,74022
India Seagrass Conservation Large,Asia,India,IND,Seagrass,Conservation,,Market price,4000,Large,489174,2613552,3762901,1274698,1357600,1338855,2405301,35,35,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,718106,1358496,7939,14804,75812,120000,167296,300000,268215,444000,30,311691,97356,2716992,1436211,74022
India Salt marsh Restoration Planting Small,Asia,India,IND,Salt marsh,Restoration,Planting,Opex breakeven,100,Small,15057,2654920,3614157,1379716,1475731,1275205,2138427,622,622,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,105018,118131,101487,24276,168000,29521,125763,197521,637602,1076051,516,854,75812,120000,167296,300000,268215,444000,429.385598,13676,0,2152103,1275205,4271
India Salt marsh Restoration Hydrology Small,Asia,India,IND,Salt marsh,Restoration,Hydrology,Opex breakeven,100,Small,15057,6508780,8347740,4014963,4440026,2493817,3907715,1219,1219,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,2740265,3082426,101487,633454,168000,770298,734941,938298,1246908,2104349,645,1068,75812,120000,167296,300000,268215,444000,671.7723763,300982,0,4208697,2493817,5339
India Salt marsh Restoration Planting Small,Asia,India,IND,Salt marsh,Restoration,Planting,Market price,100,Small,15057,2061865,2613287,1379716,1475731,682150,1137556,483,483,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,105018,118131,101487,24276,168000,29521,125763,197521,44548,75181,516,854,75812,120000,167296,300000,268215,444000,30,-987194,-593055,150362,89095,4271
India Salt marsh Restoration Hydrology Small,Asia,India,IND,Salt marsh,Restoration,Hydrology,Market price,100,Small,15057,5317556,6337368,4014963,4440026,1302593,1897342,996,996,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,2740265,3082426,101487,633454,168000,770298,734941,938298,55684,93976,645,1068,75812,120000,167296,300000,268215,444000,30,-1709390,-1191224,187952,111369,5339
India Salt marsh Restoration Planting Medium,Asia,India,IND,Salt marsh,Restoration,Planting,Opex breakeven,500,Medium,15057,3258383,4383589,1789690,1948255,1468694,2435334,156,156,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,514992,590655,101487,119048,168000,147605,220535,315605,734347,1251565,2489,4164,75812,120000,167296,300000,268215,444000,102.0919924,67797,0,2503131,1468694,20821
India Salt marsh Restoration Hydrology Medium,Asia,India,IND,Salt marsh,Restoration,Hydrology,Opex breakeven,500,Medium,15057,22157097,28002399,14712537,16769729,7444560,11232670,851,851,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,13437839,15412129,101487,3106359,168000,3851491,3207846,4019491,3722280,6343974,3111,5205,75812,120000,167296,300000,268215,444000,413.9896794,1455277,0,12687947,7444560,26026
India Salt marsh Restoration Planting Medium,Asia,India,IND,Salt marsh,Restoration,Planting,Market price,500,Medium,15057,2739826,3499799,1789690,1948255,950137,1551545,132,132,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,514992,590655,101487,119048,168000,147605,220535,315605,215790,367776,2489,4164,75812,120000,167296,300000,268215,444000,30,-815993,-518558,735552,431579,20821
India Salt marsh Restoration Hydrology Medium,Asia,India,IND,Salt marsh,Restoration,Hydrology,Market price,500,Medium,15057,18704554,22118145,14712537,16769729,3992017,5348416,719,719,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,13437839,15412129,101487,3106359,168000,3851491,3207846,4019491,269737,459720,3111,5205,75812,120000,167296,300000,268215,444000,30,-4428977,-3452543,919439,539474,26026
India Salt marsh Restoration Planting Large,Asia,India,IND,Salt marsh,Restoration,Planting,Opex breakeven,1000,Large,15057,4035893,5424515,2342791,2618910,1693102,2805605,102,102,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,991131,1181310,101487,229115,168000,295209,330602,463209,846551,1470495,4626,7901,75812,120000,167296,300000,268215,444000,62.79249646,135384,0,2940989,1693102,39506
India Salt marsh Restoration Hydrology Large,Asia,India,IND,Salt marsh,Restoration,Hydrology,Opex breakeven,1000,Large,15057,40407448,52465904,27213537,32261857,13193911,20204046,818,818,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,25861877,30824257,101487,5978363,168000,7702982,6079850,7870982,6596956,11459188,5783,9877,75812,120000,167296,300000,268215,444000,391.4606697,2714330,0,22918376,13193911,49383
India Salt marsh Restoration Planting Large,Asia,India,IND,Salt marsh,Restoration,Planting,Market price,1000,Large,15057,3593794,4656570,2342791,2618910,1251003,2037660,91,91,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,991131,1181310,101487,229115,168000,295209,330602,463209,404452,702550,4626,7901,75812,120000,167296,300000,268215,444000,30,-632561,-442100,1405099,808903,39506
India Salt marsh Restoration Hydrology Large,Asia,India,IND,Salt marsh,Restoration,Hydrology,Market price,1000,Large,15057,34316057,41884903,27213537,32261857,7102520,9623045,695,695,50000,50000,629559,667067,153925,160000,255322,270533,88900,100000,129504,140000,44450,50000,25861877,30824257,101487,5978363,168000,7702982,6079850,7870982,505565,878187,5783,9877,75812,120000,167296,300000,268215,444000,30,-7866671,-6091391,1756374,1011129,49383
India Salt marsh Conservation Small,Asia,India,IND,Salt marsh,Conservation,,Opex breakeven,800,Small,322244,2505585,3564495,1274698,1357600,1230887,2206895,102,102,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,615444,1169959,2634,4936,75812,120000,167296,300000,268215,444000,77.3516904,133023,0,2339918,1230887,24680
India Salt marsh Conservation Small,Asia,India,IND,Salt marsh,Conservation,,Market price,800,Small,322244,2128834,2848292,1274698,1357600,854137,1490692,86,86,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,238693,453756,2634,4936,75812,120000,167296,300000,268215,444000,30,-583180,-376751,907512,477386,24680
